Type,Number of Rooms,Number of Bathrooms,Area (sqft),Amenities Distance Avg (km),Parking Spaces,Age (years),Location,Crime Rate,Lower Status Population,Avg People in Building,Rent Price
PG,1,1,106.224,3.1385,1,19.5,Faridabad,0.65,0.25,47.8299,13120.397777440405
Flat,4,3,1069.897,8.9226,0,22.7,Saket,1.25,1.96,15.801,46711.78202187109
Flat,2,2,377.367,2.0773,1,14.5,Noida,0.26,5.84,53.6403,25846.91602231071
Flat,1,1,185.227,8.2148,0,19.2,Gurgaon,0.61,2.03,33.7008,13214.478424136647
Flat,1,1,277.974,6.8137,0,8.6,Mayur Vihar,1.7,2.26,58.0701,15171.685846035984
PG,1,1,159.686,12.7554,0,7.9,Faridabad,1.05,3.83,4.0273,10679.610280040954
Flat,2,2,307.539,14.7781,0,2.0,Noida,1.05,9.33,6.1693,19345.584673033125
Flat,2,2,285.728,12.5949,2,17.8,Greater Noida,0.78,9.88,1.0574,22295.189861229166
Flat,2,1,383.367,3.6977,1,11.6,Mayur Vihar,1.11,1.08,39.6575,23374.951165270108
PG,1,1,167.89,11.3546,0,18.8,Saket,1.87,6.2,50.4679,9431.238246093886
Flat,3,3,589.171,7.4067,1,18.3,Greater Noida,0.17,1.88,34.081,37640.396993105176
Flat,1,1,192.028,7.6229,2,23.4,Noida,0.92,2.16,52.8398,15487.229940792306
Flat,2,2,243.317,13.3729,0,2.3,Saket,0.95,1.02,56.9278,21642.88356854667
PG,1,1,187.885,1.2944,0,5.2,Saket,1.04,2.62,37.761,14320.919538123006
Flat,2,2,569.983,14.3185,2,18.0,Saket,0.22,9.72,52.5948,29647.199500616396
Flat,2,2,321.536,1.5982,1,12.7,New Delhi,1.43,1.98,3.6225,26555.684519931812
Flat,4,3,922.528,3.9889,0,3.5,Greater Noida,1.07,7.07,7.9895,46279.76081044335
Flat,1,1,233.407,4.8584,2,2.1,Noida,1.88,5.6,4.7182,17264.623170864394
Flat,4,4,1039.772,7.1549,1,5.0,Faridabad,0.1,5.2,33.3593,53842.162542735576
Flat,4,1,756.411,2.604,2,10.9,Faridabad,1.81,5.25,31.7386,41234.98073313396
Flat,4,1,756.483,12.6554,1,5.2,Dwarka,1.21,9.07,20.1314,38002.23915126513
Flat,1,1,128.023,2.9452,2,13.4,Saket,0.9,5.77,55.0463,15364.41922567442
Flat,1,1,287.392,6.2227,0,7.6,Mayur Vihar,1.9,0.78,16.4033,14213.891240162127
Flat,2,2,344.958,3.7029,1,21.7,Faridabad,1.52,3.91,38.7902,23929.074990851703
Flat,4,3,1028.32,10.3007,0,2.7,Saket,1.11,4.53,19.6688,47662.2654783182
Flat,1,1,171.378,13.015,2,19.1,Vasant Kunj,0.52,1.1,53.1668,16341.114987418983
Flat,2,2,261.113,8.8243,2,23.6,Mayur Vihar,1.95,8.08,5.1056,21461.04890762678
PG,1,1,145.607,3.5501,1,2.9,Gurgaon,1.01,7.12,2.767,13981.636659698323
PG,1,1,122.942,4.2243,1,1.6,Noida,0.68,0.19,25.3557,15461.196093918172
Flat,2,2,433.677,3.0633,2,7.6,Vasant Kunj,0.95,4.26,50.2943,30243.930335761812
Flat,4,1,677.427,6.8843,0,20.7,Faridabad,0.26,1.36,58.3301,38291.07937229007
PG,1,1,104.211,9.4925,1,11.3,Dwarka,0.11,8.6,35.4143,12995.146374081172
Flat,4,2,971.069,1.2564,2,21.6,Vasant Kunj,1.94,7.55,58.8876,48276.79834375348
Flat,2,2,240.955,4.4275,0,4.9,Noida,0.97,4.43,33.6862,19984.139533043744
Flat,1,1,177.208,2.2375,0,3.8,Saket,1.07,2.02,23.1906,12583.791767647761
PG,1,1,103.883,1.7157,2,4.6,Faridabad,1.59,5.18,17.6992,14658.090496377874
Flat,4,2,713.114,5.725,0,17.0,Faridabad,1.67,7.79,28.8966,37157.150831753
Flat,4,2,571.154,1.325,0,20.5,Dwarka,0.89,6.98,23.7265,35837.60855689426
Flat,4,3,1060.952,2.3685,2,15.4,Greater Noida,0.5,7.61,7.5783,51304.4339393528
Flat,2,2,325.948,1.1668,2,19.4,Saket,1.52,6.99,26.3536,24119.489302735947
PG,1,1,125.495,12.1227,1,21.9,New Delhi,0.89,0.96,11.7558,13330.388856055997
PG,1,1,106.015,14.2355,1,16.4,Faridabad,1.23,2.67,1.2635,9707.857654863454
PG,1,1,240.069,9.3783,2,12.8,Saket,0.49,7.79,7.2286,15996.793172888623
PG,1,1,222.816,9.731,1,20.9,Gurgaon,1.65,3.6,42.2044,14368.125982480793
Flat,1,1,165.336,12.1092,1,1.2,Vasant Kunj,0.74,6.47,50.6912,14792.262731696432
PG,1,1,235.499,6.1763,2,1.4,Gurgaon,1.72,5.98,19.9429,17065.944046877037
Flat,1,1,185.037,7.5064,2,15.3,Gurgaon,0.83,4.31,37.0547,17353.779492369802
Flat,1,1,203.014,14.7992,2,24.3,Saket,1.79,5.89,47.1078,13203.28006189695
Flat,4,4,654.182,13.2879,0,22.6,Gurgaon,0.93,7.94,18.5598,41205.86088717237
Flat,4,1,480.735,3.8017,1,20.1,Dwarka,1.81,3.35,22.621,33399.00874913312
Flat,3,1,495.034,13.9523,1,24.1,New Delhi,1.73,3.67,9.1696,30337.60532208833
Flat,1,1,134.643,13.2908,2,13.2,Dwarka,1.28,9.12,23.9042,12047.914755627971
Flat,1,1,296.573,2.5349,1,21.7,Greater Noida,0.61,8.76,52.3062,15200.03814142547
Flat,2,2,436.657,11.7064,0,12.2,New Delhi,2.0,5.54,56.2862,25552.48870398601
Flat,2,2,322.504,7.2752,1,20.9,Greater Noida,0.04,7.87,2.5881,22337.48504655537
Flat,3,1,653.266,0.3859,0,24.0,Saket,1.01,7.6,26.4952,30197.560587433483
Flat,2,1,582.66,3.9092,1,21.8,New Delhi,1.44,4.14,4.9906,31004.34060547916
Flat,1,1,254.205,13.2179,2,3.3,Dwarka,0.29,3.5,25.4918,18953.35067242897
Flat,3,1,801.799,10.8548,1,11.3,Faridabad,1.06,4.17,55.2848,36625.12797493602
Flat,3,1,839.457,0.7056,0,24.8,Gurgaon,1.33,0.33,49.8003,38510.177990264354
Flat,1,1,264.687,6.7641,2,23.9,Vasant Kunj,1.1,7.39,1.6746,14855.561320780336
Flat,1,1,155.119,5.455,0,22.5,Greater Noida,0.27,7.72,9.84,9941.865250258965
Flat,4,4,592.098,1.005,1,21.7,Gurgaon,0.93,2.82,21.9897,43682.14017134597
Flat,1,1,222.69,13.2756,1,24.5,Dwarka,1.51,6.07,18.352,12598.324479461033
Flat,2,1,374.386,1.2112,0,21.1,New Delhi,0.38,3.76,45.9873,23993.254499748356
PG,1,1,182.66,10.5345,2,23.3,Faridabad,0.94,0.6,20.7024,16007.45428375867
Flat,2,2,337.855,3.9134,0,3.3,Mayur Vihar,0.82,0.92,57.8143,24292.864852792773
Flat,4,1,999.131,6.7079,0,9.3,Saket,1.55,1.2,50.6093,43970.01382729665
Flat,4,1,674.5,0.7136,1,20.1,Faridabad,0.48,6.92,39.1577,38674.13807576483
Flat,4,4,508.76,8.5201,1,20.7,New Delhi,1.67,4.39,34.0114,43036.29150658124
Flat,3,3,669.725,7.4688,0,3.1,Gurgaon,0.39,4.56,58.2775,39133.523241881725
Flat,4,3,644.145,9.7305,1,10.7,Dwarka,1.39,8.58,57.266,41002.208134171735
Flat,3,1,561.69,1.0717,0,3.0,Saket,1.99,0.75,42.7389,31627.634153597828
Flat,1,1,217.056,5.9489,0,7.4,Dwarka,0.09,9.15,11.1154,13364.290484777537
PG,1,1,231.257,5.4635,2,18.1,Faridabad,1.69,2.49,40.386,15887.58243903209
Flat,3,2,616.35,3.9759,1,11.9,Saket,1.77,5.73,57.0498,34995.03649677559
PG,1,1,206.366,10.0208,2,17.0,Mayur Vihar,1.14,4.11,28.0792,15935.894072132436
Flat,2,1,438.516,5.8316,0,2.8,Saket,0.57,8.0,26.8049,23166.999704970898
Flat,1,1,228.329,12.3115,0,24.3,New Delhi,0.31,9.68,12.4338,13053.007799625117
Flat,1,1,241.554,13.335,0,20.8,New Delhi,0.72,8.39,47.3133,13512.111883271982
PG,1,1,138.407,1.1187,2,17.2,Mayur Vihar,0.3,7.0,1.6389,14588.56316724183
PG,1,1,110.701,3.2087,1,9.9,New Delhi,0.43,4.31,26.8638,14689.873037634028
Flat,3,3,541.125,6.4994,0,5.9,Greater Noida,0.43,6.4,8.7989,33285.30186820157
Flat,1,1,215.134,8.4735,0,19.8,Mayur Vihar,0.11,6.24,39.1104,13185.997331320266
Flat,4,4,755.914,14.1977,0,1.4,Vasant Kunj,0.53,2.29,42.7203,45992.33705179835
Flat,2,1,337.75,12.6997,2,15.8,Mayur Vihar,0.88,4.0,24.1618,22426.65537172203
Flat,2,1,350.473,8.4802,1,4.9,Saket,0.72,6.09,16.9175,21498.266271543893
PG,1,1,177.286,2.8157,1,0.5,Saket,0.16,9.67,45.3282,16509.760249482442
Flat,1,1,227.313,4.3553,1,3.2,Faridabad,0.24,9.52,23.4569,16485.992121794305
Flat,4,1,1085.97,2.8558,0,10.0,Vasant Kunj,1.41,0.37,43.7132,46866.91683493016
PG,1,1,233.073,6.4673,1,24.3,Noida,1.34,1.39,5.4263,13410.253791880601
Flat,4,4,698.781,1.1258,1,15.7,New Delhi,0.85,5.72,39.5897,51141.06054168523
Flat,4,3,1171.613,6.6381,1,12.1,Faridabad,1.81,7.69,1.9868,50451.48581081285
Flat,2,1,259.154,3.2504,0,11.3,Mayur Vihar,0.88,0.71,7.7934,18108.606309402046
Flat,3,2,888.041,13.8955,1,12.4,Faridabad,1.15,4.24,50.6785,41107.06874578753
Flat,1,1,123.333,10.8915,0,22.4,Saket,0.59,8.9,27.6354,7962.688089565606
Flat,4,3,709.506,7.7229,0,20.2,Noida,1.37,0.8,15.1331,39604.19618225201
Flat,1,1,120.817,6.1585,2,6.9,Noida,1.73,8.11,50.5039,14985.577168200605
Flat,4,2,1050.065,10.0042,0,5.3,Vasant Kunj,1.62,9.99,57.3546,45640.216523754934
PG,1,1,118.6,1.2336,1,6.5,Greater Noida,0.1,8.05,33.478,13964.17524849514
Flat,4,2,1089.971,6.8494,0,2.5,Mayur Vihar,1.27,2.22,48.5348,49958.316728074475
PG,1,1,173.896,11.04,1,5.3,Mayur Vihar,1.32,3.14,10.9448,13962.919286404924
Flat,1,1,206.277,0.6276,0,5.5,Faridabad,1.76,4.0,24.7656,12976.334874108385
Flat,3,2,471.181,3.752,2,19.2,Gurgaon,1.23,8.95,41.505,34123.49216114523
Flat,3,3,776.502,6.7794,0,11.1,New Delhi,1.0,0.03,13.7721,44505.66578709776
Flat,4,2,1145.875,12.9727,0,13.7,Saket,1.18,3.21,4.7028,46811.1993507135
Flat,3,1,804.02,6.7813,2,7.0,Gurgaon,0.82,4.74,55.7074,41456.27831935789
Flat,3,3,465.984,14.0774,1,1.8,New Delhi,1.06,2.13,36.4783,37859.11542159198
Flat,4,4,974.23,10.7291,0,21.8,Mayur Vihar,1.61,9.72,9.8961,45174.302921502145
PG,1,1,232.027,6.6076,1,23.5,Greater Noida,0.31,9.25,41.0242,14938.895376464478
Flat,2,2,277.891,9.1356,0,11.2,Faridabad,0.94,0.5,59.4556,22854.707310814203
Flat,1,1,201.252,1.1259,0,4.1,Greater Noida,1.11,2.35,58.159,14330.010637486668
Flat,2,1,369.686,2.4883,2,18.4,Mayur Vihar,0.63,9.77,49.7262,24595.545386709666
Flat,1,1,190.812,3.7485,0,13.9,Greater Noida,0.71,1.69,16.9121,12562.245524097234
PG,1,1,185.25,9.1579,1,16.0,Noida,1.29,6.29,53.1174,13128.712253858039
PG,1,1,166.441,11.8438,2,21.7,Mayur Vihar,1.53,4.85,52.6991,13347.947450792979
Flat,2,2,476.383,13.1242,1,19.3,Vasant Kunj,1.35,2.49,29.2938,26015.58268958912
Flat,2,1,405.701,11.1057,1,5.2,Dwarka,0.77,5.8,39.9901,24742.9600532397
PG,1,1,246.334,6.1087,0,18.0,Vasant Kunj,1.6,6.47,30.5089,11882.454373564802
PG,1,1,207.379,13.2139,1,19.6,Vasant Kunj,1.11,5.35,36.6825,13851.936880811401
Flat,1,1,245.11,13.395,1,18.6,Mayur Vihar,1.12,7.04,40.3615,13806.53421028244
Flat,1,1,249.509,6.5808,0,23.5,Saket,1.46,2.19,22.1481,12460.768669650628
Flat,3,1,600.988,10.2635,2,11.0,Greater Noida,0.17,8.53,10.0079,33442.324835199346
Flat,1,1,266.021,9.1666,2,0.9,New Delhi,1.41,6.33,36.7938,20948.761679006893
Flat,1,1,284.298,5.6196,0,3.9,Noida,0.78,4.31,20.1778,15250.6204450768
Flat,3,3,854.299,0.5157,1,10.1,Vasant Kunj,0.06,4.83,37.4805,44245.71537592921
Flat,2,2,524.956,7.2109,1,3.7,Dwarka,1.64,4.7,40.2332,28607.01841045312
Flat,2,2,322.56,8.9889,0,0.8,Mayur Vihar,1.94,8.27,43.4704,21632.25463837103
Flat,4,4,816.85,4.5551,2,23.1,Gurgaon,0.5,0.78,47.2301,53390.03289393582
Flat,1,1,129.477,1.4398,0,21.0,Saket,0.76,5.67,44.7042,10521.61183443334
Flat,2,1,260.931,0.223,1,6.2,Faridabad,0.31,6.53,21.9005,21671.463033432916
Flat,4,1,848.201,14.9584,0,12.5,Faridabad,1.27,5.44,29.3908,39429.35048303967
Flat,4,3,911.673,7.8874,0,16.5,Vasant Kunj,0.46,6.01,31.7877,45760.57665800639
PG,1,1,178.031,9.1063,0,15.0,Faridabad,1.24,5.16,39.9869,11241.679203545473
PG,1,1,181.411,5.077,2,8.8,Greater Noida,0.54,8.03,18.9607,16171.407303789469
PG,1,1,209.313,8.7099,0,11.0,Saket,1.45,8.47,14.8885,10030.31498524978
PG,1,1,109.429,13.3305,0,9.3,Greater Noida,1.8,5.56,15.7729,8374.884232180726
Flat,4,2,498.329,13.8282,2,3.4,Greater Noida,1.3,2.56,44.4269,38244.00590648648
PG,1,1,165.209,11.8545,1,20.8,Saket,0.14,1.28,21.857,13639.141015555104
Flat,4,4,1120.118,12.7132,1,21.5,Vasant Kunj,1.56,1.26,55.8249,54222.18016479226
Flat,1,1,130.048,0.3642,1,1.8,Gurgaon,0.48,1.63,55.1258,16504.159048679136
Flat,1,1,288.314,9.1385,2,20.0,Greater Noida,1.98,5.36,58.0222,15841.952157717225
Flat,1,1,284.694,0.3731,0,23.1,Faridabad,0.59,7.49,51.7166,14111.843500539755
PG,1,1,220.383,3.8605,0,17.2,Greater Noida,0.87,0.61,56.1798,14233.197664033567
PG,1,1,157.43,11.5915,2,12.1,Gurgaon,0.77,0.99,41.6892,16955.53631349093
Flat,3,2,552.213,5.0275,0,4.9,Dwarka,0.9,3.57,23.2905,32429.4732524152
Flat,3,2,693.846,2.7928,1,15.5,Saket,0.23,9.04,41.6086,35993.577785315654
Flat,4,1,1042.582,2.6441,2,22.9,Vasant Kunj,1.5,5.44,39.2392,46859.699604804984
Flat,3,3,502.711,11.5333,2,12.0,Mayur Vihar,0.31,7.75,51.5835,35336.26009470457
Flat,3,3,502.487,1.1519,1,1.4,Noida,1.16,2.0,45.0148,36867.400252331274
Flat,3,3,502.062,6.4527,1,16.0,Faridabad,0.13,9.25,54.7818,35043.071758887745
Flat,2,1,483.159,13.3853,2,19.8,New Delhi,1.67,7.69,4.1815,26912.03817241742
Flat,3,1,585.578,9.4444,0,2.0,Noida,1.79,7.5,50.5116,29979.5477072514
Flat,4,4,888.751,0.8511,0,16.7,Dwarka,1.45,2.59,56.2929,46984.6298416428
PG,1,1,170.615,5.7207,1,16.8,Dwarka,1.16,6.75,45.104,12388.877619084868
Flat,4,2,650.691,2.5934,0,13.6,Faridabad,1.02,4.79,40.7653,37373.93524913369
Flat,2,1,462.372,7.0332,2,2.6,Noida,1.83,9.94,18.1082,24397.92852899147
Flat,2,1,308.589,7.6664,1,3.1,Greater Noida,0.53,2.51,43.0775,23417.58057590407
Flat,3,3,733.286,11.3455,2,6.9,Dwarka,0.21,2.5,55.6227,43164.0716180456
Flat,1,1,190.539,12.9808,2,9.5,Noida,0.84,8.74,15.1735,14212.292418474195
Flat,2,2,393.344,14.5835,0,12.8,Vasant Kunj,1.45,0.88,44.6725,22191.19429717811
Flat,3,1,567.882,11.2232,2,12.4,Vasant Kunj,0.98,5.17,49.3275,34153.2991328403
Flat,4,2,993.26,6.4715,1,11.0,Mayur Vihar,0.13,1.71,52.7575,49536.86050819664
Flat,3,2,476.633,10.8771,1,2.5,Noida,0.02,8.29,47.2392,33038.99735196891
Flat,3,3,822.286,1.5473,0,15.9,Vasant Kunj,0.55,6.2,42.3227,38690.158889433165
Flat,2,2,393.732,2.8177,2,17.2,Noida,0.42,0.36,38.5385,29214.055968654462
Flat,2,2,425.345,5.3975,2,13.0,Vasant Kunj,1.66,2.05,30.0516,27960.266040760787
Flat,3,1,628.582,11.7596,2,5.2,Vasant Kunj,0.17,2.67,46.2753,36833.355426360664
Flat,1,1,171.952,8.175,0,2.1,Saket,0.5,8.5,55.9914,12766.257385718145
Flat,1,1,229.399,9.3864,2,10.2,Noida,0.85,9.67,32.2944,15681.23444538365
Flat,2,2,446.039,11.3985,0,1.0,Greater Noida,0.06,7.04,56.0493,25024.708160154838
Flat,4,2,1100.36,3.4674,2,12.3,Dwarka,0.18,0.49,48.1256,54948.187859202844
Flat,3,1,884.927,5.5548,0,22.7,Mayur Vihar,0.96,7.02,18.2204,34888.63630953054
Flat,3,2,762.323,6.5002,1,8.9,Gurgaon,0.14,6.06,48.5813,41458.777546985264
Flat,2,1,539.886,11.5223,1,2.0,New Delhi,0.32,5.26,12.019,30902.278121512118
Flat,2,1,558.951,7.4266,2,2.2,Greater Noida,0.45,9.49,35.4141,28662.885497143943
Flat,3,1,454.241,7.3312,2,10.9,Greater Noida,1.0,3.55,52.6596,32311.60025206065
Flat,1,1,197.253,2.2055,2,3.2,Faridabad,1.1,2.17,47.9172,19052.083602280385
Flat,1,1,253.768,5.103,1,11.6,New Delhi,0.52,4.44,13.0902,18010.70889596959
Flat,3,1,693.844,7.4866,0,15.7,Saket,1.53,1.79,55.4787,32570.390976937382
Flat,4,1,504.554,10.9058,2,24.5,New Delhi,1.93,3.74,18.3214,37081.56756321775
PG,1,1,180.899,11.9379,1,5.0,Dwarka,1.62,7.55,51.9536,13899.484861526695
PG,1,1,189.979,11.6248,1,11.6,Greater Noida,0.05,6.17,58.4753,14089.664897382621
PG,1,1,176.662,2.2788,2,3.9,Saket,0.16,5.82,57.8754,18716.671892870418
PG,1,1,125.742,3.5327,1,12.9,New Delhi,1.38,4.95,22.6138,13145.17353574886
PG,1,1,170.3,5.7915,0,10.6,Gurgaon,1.96,3.89,9.9723,10992.57718658836
Flat,4,2,975.347,13.8428,0,17.9,Noida,1.01,9.44,5.629,42241.12153968857
Flat,4,4,1112.937,13.8105,0,0.3,Faridabad,0.14,8.43,56.1849,53062.30735056548
Flat,4,1,1163.188,2.976,2,13.0,Dwarka,1.48,5.79,55.8895,50513.84902507166
Flat,4,2,946.132,13.9753,1,2.4,Vasant Kunj,0.9,7.92,15.6101,45849.783460610764
PG,1,1,219.798,7.9528,2,13.3,Mayur Vihar,0.4,8.71,17.5003,16046.267928158592
PG,1,1,133.717,6.5761,2,19.9,Faridabad,1.13,0.29,22.2633,14944.93470585568
Flat,2,2,243.447,5.6601,2,3.3,Saket,1.05,1.92,2.9823,25073.2300470452
Flat,3,2,683.011,10.5811,0,16.0,Mayur Vihar,0.41,4.12,57.542,35260.101011487764
Flat,2,2,285.784,14.2679,2,24.3,New Delhi,0.55,7.23,59.2224,25511.239557984525
Flat,3,2,614.807,12.0792,2,6.1,Saket,0.9,3.35,29.2679,37595.3718735346
PG,1,1,135.475,7.5991,1,11.2,Faridabad,0.66,9.59,6.8901,10731.825465103244
Flat,1,1,230.504,6.2942,2,11.3,Saket,0.9,8.32,54.233,17522.816711584077
Flat,3,1,853.322,10.0948,0,18.2,Noida,0.11,2.37,57.8275,36564.27750755151
Flat,4,2,905.332,4.9568,2,6.1,Greater Noida,0.49,0.29,47.003,50265.73657238282
Flat,2,1,331.1,11.911,0,6.0,New Delhi,1.04,7.31,32.4465,22293.165449310793
Flat,3,3,589.768,11.189,0,20.0,Gurgaon,1.85,4.31,22.5947,33346.963596953305
Flat,1,1,234.312,0.8013,0,12.2,Faridabad,0.49,9.84,47.8742,12681.700439593105
Flat,4,4,588.14,0.6165,0,14.5,Mayur Vihar,1.2,0.32,34.3092,41431.26462009044
PG,1,1,194.174,1.2292,0,21.6,Dwarka,0.12,4.07,32.2699,13310.895391205415
Flat,3,1,528.313,10.527,0,10.3,Saket,1.2,4.32,15.6582,28571.233149746753
Flat,3,3,761.79,12.8153,2,20.2,Vasant Kunj,0.25,1.82,34.0025,42049.46135370799
PG,1,1,210.286,5.8619,0,24.7,Gurgaon,0.99,4.72,36.1102,11716.718258928322
Flat,3,1,696.488,2.0379,0,5.7,Dwarka,0.44,5.62,59.037,34434.751988181335
Flat,1,1,166.546,4.5435,0,23.8,Vasant Kunj,0.42,0.39,9.9376,12400.381271947717
PG,1,1,129.552,14.6147,1,15.8,New Delhi,1.66,5.39,40.348,12963.869296198463
Flat,4,3,905.106,12.129,0,21.0,Greater Noida,0.59,2.37,35.0257,44744.13685364829
PG,1,1,191.675,7.506,0,12.4,Gurgaon,1.25,7.5,13.1537,10507.90042246422
Flat,3,2,504.931,2.6263,0,11.2,Greater Noida,0.46,2.94,25.7459,30736.71072647339
Flat,1,1,134.443,8.8191,2,5.8,Vasant Kunj,0.43,9.93,35.0079,14252.905624429912
Flat,3,3,577.139,13.994,2,23.8,Mayur Vihar,1.28,0.24,10.9799,36743.45514360161
Flat,4,3,779.728,12.6542,1,24.0,Gurgaon,0.65,9.68,55.6498,45113.4810830255
Flat,1,1,135.614,7.104,0,3.6,Dwarka,1.82,6.19,45.8037,10119.205408809967
Flat,1,1,233.542,7.7174,0,4.8,Dwarka,1.88,5.69,42.0332,12881.697975487481
PG,1,1,106.139,5.2549,0,22.7,Faridabad,1.7,3.45,1.0639,9149.536206325436
Flat,3,1,441.952,13.7108,0,20.7,Gurgaon,0.99,5.25,34.8461,26086.957746802025
Flat,1,1,234.78,9.6245,1,19.9,Faridabad,1.86,5.71,20.5888,13529.9695877129
PG,1,1,111.612,9.9562,2,13.9,Mayur Vihar,1.12,5.87,27.0232,12739.587191791376
Flat,1,1,272.19,13.9692,1,17.9,Mayur Vihar,0.55,1.09,40.2078,15843.236325343323
Flat,2,1,323.976,6.9056,0,11.8,Saket,1.7,2.48,48.748,19220.861032793528
Flat,4,2,530.763,14.4481,1,0.9,Vasant Kunj,1.14,5.58,53.0354,36823.240701170864
Flat,4,3,651.52,0.6082,2,17.8,Saket,0.91,1.61,6.2425,43215.83910030401
Flat,3,1,752.231,8.2672,0,21.8,Mayur Vihar,0.81,5.53,49.4162,32792.83108268444
Flat,4,3,567.035,11.5617,0,20.0,Saket,1.39,0.06,48.7808,37794.39743967097
Flat,3,2,537.303,7.5063,2,21.6,Greater Noida,1.02,6.65,15.3031,33018.99091346935
Flat,3,3,666.793,4.5965,0,7.2,Gurgaon,1.53,6.06,58.3255,37572.437555728735
Flat,2,1,429.693,14.1971,2,12.5,Faridabad,1.86,7.5,45.6942,23113.5175193744
Flat,4,2,763.36,0.2599,2,3.5,Greater Noida,1.59,9.99,19.1847,43552.36180519267
Flat,1,1,135.167,1.7787,0,15.3,New Delhi,0.55,1.57,30.5259,13328.740606527392
Flat,2,1,241.693,14.2113,1,4.9,Faridabad,1.63,3.88,31.0975,20179.562917406132
Flat,4,3,927.754,6.1302,1,15.1,Greater Noida,0.73,0.17,4.9709,48303.98448055727
PG,1,1,175.496,2.835,0,16.6,Faridabad,1.96,6.16,45.9308,10051.3708947839
PG,1,1,122.369,2.4437,1,17.0,Saket,0.4,4.92,33.8951,13888.753770995609
Flat,3,1,635.074,10.3646,0,13.7,Dwarka,1.51,7.21,9.509,28715.51846101579
Flat,1,1,232.772,7.0994,2,23.2,Greater Noida,0.79,9.82,19.4791,14908.433734174509
Flat,3,2,568.468,12.4893,0,5.2,Vasant Kunj,1.75,5.8,46.6649,30250.357868665156
Flat,4,1,669.468,1.6541,0,9.3,Greater Noida,0.63,2.01,49.8501,38499.40782290309
PG,1,1,131.418,7.9057,2,20.6,Dwarka,1.11,3.35,30.4003,14245.209959115837
Flat,1,1,132.445,6.9457,1,17.7,Faridabad,0.12,6.21,2.8988,11416.552456373778
Flat,1,1,202.41,0.4187,0,2.9,New Delhi,1.5,2.85,48.7058,16783.253706328476
PG,1,1,248.585,13.5921,1,3.6,Faridabad,0.52,9.61,25.1288,13949.736924308028
Flat,2,2,472.289,13.6357,1,18.6,Dwarka,1.27,4.24,55.1784,25499.31179936508
Flat,3,1,810.834,11.139,2,11.8,Gurgaon,0.87,9.53,57.2755,41326.91159078657
Flat,4,1,732.266,2.302,0,10.8,Vasant Kunj,1.27,1.82,3.3297,37500.97230713869
PG,1,1,216.295,14.5955,2,5.7,Saket,0.96,9.15,56.3389,15389.387055629104
Flat,4,1,560.852,12.8369,0,7.7,Noida,1.02,7.78,20.5771,33143.91925638394
Flat,4,3,931.274,10.5657,2,11.9,Faridabad,0.43,8.11,26.9508,49727.59922576367
Flat,4,1,712.225,13.9142,0,11.0,New Delhi,0.79,3.07,31.0361,42980.42395627184
Flat,2,2,552.567,10.3608,2,10.7,Saket,1.58,4.2,7.8382,28896.21275573027
PG,1,1,191.153,5.3642,2,18.2,Mayur Vihar,0.25,3.7,26.7458,17005.292889310836
Flat,3,3,877.67,4.9749,2,22.0,Saket,1.62,8.95,8.3182,40908.38162996375
Flat,1,1,158.061,11.9203,0,1.7,Noida,0.16,4.62,11.3452,12953.497452149635
Flat,2,2,504.109,8.0866,0,15.4,Noida,1.13,8.34,22.1237,24904.370954635586
PG,1,1,195.475,3.7824,0,15.0,Mayur Vihar,1.86,7.91,42.4118,10173.548699254796
Flat,3,2,675.019,14.1233,2,9.0,Saket,0.01,3.22,29.8191,38946.21763042638
Flat,2,1,261.695,0.7094,0,3.9,Faridabad,1.46,0.38,32.0643,19678.27606029633
Flat,4,4,1006.06,5.8098,1,12.3,Mayur Vihar,0.61,4.38,28.5933,52309.96910511684
Flat,4,1,1051.964,7.8369,1,17.2,Noida,1.45,5.66,20.8254,44211.273408819325
Flat,4,4,819.92,6.0239,0,7.0,Vasant Kunj,0.32,9.1,50.5149,47063.56744259449
Flat,3,2,776.281,5.3999,1,3.8,Gurgaon,1.01,4.36,11.1746,41857.91065297097
Flat,3,3,819.974,10.742,1,16.1,Vasant Kunj,0.87,6.21,6.2551,38703.98981756307
Flat,1,1,253.663,13.5156,0,17.5,Greater Noida,1.98,5.39,56.7929,11730.434672733258
Flat,3,1,572.647,1.633,0,17.2,Faridabad,0.37,4.63,30.5972,30289.805067274265
PG,1,1,172.862,13.4154,0,8.0,Noida,1.59,3.01,12.0938,10783.810228160808
PG,1,1,178.134,7.2104,0,7.2,Mayur Vihar,0.25,8.03,9.0827,11292.834791010062
Flat,1,1,221.617,12.5823,1,16.0,Saket,1.58,9.23,20.7819,12535.050152206628
Flat,3,2,547.812,11.6258,0,4.6,Vasant Kunj,1.11,2.06,57.4617,31370.64163668585
Flat,1,1,242.038,6.0267,1,3.6,Gurgaon,0.71,0.15,28.1196,18513.72189490916
Flat,2,2,443.796,6.5015,0,7.7,Greater Noida,0.92,5.54,43.2162,25249.752154209258
PG,1,1,119.545,6.1439,1,21.3,Dwarka,1.47,1.68,42.574,12405.564788749909
Flat,1,1,170.368,13.578,1,12.4,Mayur Vihar,0.29,1.09,12.5248,13056.757773186
Flat,3,3,461.546,7.7172,1,19.7,Vasant Kunj,0.97,8.95,29.9419,32112.678110109806
PG,1,1,179.167,1.5179,0,0.3,Noida,0.95,8.15,25.3232,12313.75672534678
